Empresa,Complejo,planta,tag,servicio,tipo,fluido_c,temp_diseno_c,temp_entrada_c,temp_salida_c,flujo_total_c,flujo_entrada_vaporc,flujo_salida_vaporc,flujo_entrada_liquidoc,flujo_salida_liquidoc,cambio_fase,presion_diseno,presion_entrada_c,caida_carcasa_max_c,caida_carcasa_min_c,,fouling_carcasa,fluido_t,temperatura_diseno_t,temp_entrada_t,temp_salida_t,flujo_total_t,flujo_entrada_vaport,flujo_salida_vaport,flujo_entrada_liquidot,flujo_salida_liquidot,cambio_faset,presion_diseno_t,presion_entrada_t,caida_presion_max_t,caida_presion_min_t,,fouling_t,,q,mtd_c,area_total,n_tubos,long_tubos,od_tubos,id_carcasa,mat_carcasa,mat_tubo,conexiones_entrada_t,conexiones_salida_t,conexiones_entrada_c,conexiones_salida_c,tipo_tubo,pitch,fabricante,criticidad,corrosion_carcasa,corrosion_tubo,arreglo_serie,arreglo_paralelo,pasos_tubo,paso_carcasa,tema,cp_entrada_vapor_t,cp_salida_vapor_t,cp_entrada_liquido_t,cp_salida_liquido_t,cp_entrada_vapor_c,cp_salida_vapor_c,cp_entrada_liquido_c,cp_salida_liquido_c
PQV,AMC,OLEFINAS I,186-C 1A,Condensaor C3 splitter,TUBO/CARCASA,Propileno,343,46.7,45.8,198937,198937,,,198937,T,24.013,19.423,0.34,0.17,,0.000176,Agua enfriamiento,149,33.3,40.3,196401,,,196401,196401,S,16.413,5.503,0.5,0.44,,0.00029,,16009385,,2672,1237,9.144,0.019,,SA-516-70,SA 214,"16""-150#RF","16""-150#RF","16""-300#RF","16""-300#RF",Liso,0.0238,Kellog,N,0.003,0.003,2,2,1,,NJM,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,186-C 2A,Condensaor C3 splitter,TUBO/CARCASA,Propileno,343,46.7,45.8,198937,198937,,,198937,T,24.013,19.423,0.34,0.17,,0.000176,Agua enfriamiento,149,33.3,40.3,196401,,,196401,196401,S,16.413,5.503,0.5,0.44,,0.00029,,16009385,,2672,1237,9.144,0.019,,SA-516-70,SA 214,"16""-150#RF","16""-150#RF","16""-300#RF","16""-300#RF",Liso,0.0238,Kellog,N,0.003,0.003,2,2,1,,NJM,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,186-C 1B,Condensaor C3 splitter,TUBO/CARCASA,Propileno,343,46.7,45.8,198937,198937,,,198937,T,24.013,19.423,0.34,0.17,,0.000176,Agua enfriamiento,149,33.3,40.3,196401,,,196401,196401,S,16.413,5.503,0.5,0.44,,0.00029,,16009385,,2672,1237,10.973,0.019,,SA-516-70,SA 214,"16""-150#RF","16""-150#RF","16""-300#RF","16""-300#RF",Liso,0.0238,Kellog,N,0.003,0.003,2,2,1,,NJM,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,186-C 2B,Condensaor C3 splitter,TUBO/CARCASA,Propileno,343,46.7,45.8,198937,198937,,,198937,T,24.013,19.423,0.34,0.17,,0.000176,Agua enfriamiento,149,33.3,40.3,196401,,,196401,196401,S,16.413,5.503,0.5,0.44,,0.00029,,16009385,,2672,1237,8.534,0.019,,SA-516-70,SA 214,"16""-150#RF","16""-150#RF","16""-300#RF","16""-300#RF",Liso,0.0238,Kellog,N,0.003,0.003,2,2,1,,NJM,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,191-C,Rehervidor desetanizador 110-E1,TUBO/CARCASA,Fondo Desetanizador 110-E1,343,-10.8,-11.3,1.34E+05,,4.71E+04,1.34E+05,8.74E+04,P,30.413,18.403,0.03,0.07,,0.0001761,Etileno,195,22.4,-5.3,5.52E+04,5.52E+04,,,5.52E+04,T,45.013,36.103,0.1,0.05,,0.000176,,4.39E+06,5.9,1302,2020,10.973,,,SA-516-70,SA 179,"8""-300#RF","8""-300#RF","4-6""-300#RF","4-10""-300#RF",Liso,0.02381,Kellog,N,0.003,0.003,1,1,2,,BXM,2257,,,6578,,2404,3150,3150
PQV,AMC,OLEFINAS I,192-C,1er Condensador bomba de calor del 110-E,TUBO/CARCASA,Propileno,343,-25.4,-25.5,7.48E+04,1.11E+04,7.48E+04,6.37E+04,,P,11.513,2.483,0.02,0.02,,0.000176,Etileno,195,-7.9,-20,2.03E+05,6.65E+04,,1.37E+05,2.03E+05,P,45.013,33.353,0.65,0.4,,0.000176,,7.34E+06,,792.7,1584,8.534,0.019,,SA-516-70,SA 214,"12""-300#RF","10""-300#RF","12""-150#RF","2-12""-150#RF",Liso,0.02381,Kellog,N,0.003,0.003,1,1,3,,NKN,3390,,5812,3902,1400,1400,2180,
PQV,AMC,OLEFINAS I,193-C,2do Condensador bomba de calor del 110-E,TUBO/CARCASA,Propileno,149,-40.5,-40.6,1.16E+04,8.47E+02,1.16E+04,1.08E+04,,P,11.513,1.373,0.03,0.03,,0.0001761,Etileno,149,-20,-26,2.03E+05,,,2.03E+05,2.03E+05,S,45.013,33.013,0.35,0.16,,0.000176,,1.29E+06,,98,343,4.877,0.0195,,SA-516-70,SA 334 GR,"10""-300#RF","10""-300#RF","6""-150#RF","10""-150#RF",Liso,0.02381,Kellog,N,0.003,0.003,1,1,1,,BKM,,,3902,3534,1300,1300,2060,
PQV,AMC,OLEFINAS I,196-C,Enfriador Propileno producto,TUBO/CARCASA,Propileno Refrigerante,199,-40,-40,10040,1205,10040,8835,,P,22.713,1.373,0.02,0.02,,0.000176,PropilenoProducto,343,46.3,-37,18684,,,18684,18684,P,32.013,23.003,0.35,0.2,,0.000176,,1075818,,71,199,4.572,0.0195,,SA-516-70,SA 334 GR1,"3""-300#RF","3""-300#RF","6""-300#RF","6""-300#RF",Liso,0.02381,Kellog,N,0.003,0.003,1,1,4,,BJM,,,18684,18684,1341,1341,2212,2212
PQV,AMC,OLEFINAS I,199-C A,Rehervidor debutanizador,TUBO/CARCASA,Fondo debutanizador,214,131.1,147.8,91572,8141,16653,83431,74919,P,14.013,11.843,0.02,,,0.00022,vapor,252,178,178,3056,3056,3056,,,S,13.013,9.603,0.06,0.06,,0.00088,,1669200,,44,82,4.572,0.0195,,SA-516-70,SA 214,"4""-150#RF","3""-150#RF","2-8""-150#RF","2-8""-150#RF",Liso,0.0254,Kellog,N,0.003,0.003,1,1,2,,AXU,,,,,2111,2045,2362,2464
PQV,AMC,OLEFINAS I,199-C B,Rehervidor debutanizador,TUBO/CARCASA,Fondo debutanizador,214,131.1,147.8,91572,8141,16653,83431,74919,P,14.013,11.843,0.02,,,0.00022,vapor,252,178,178,3056,3056,3056,,,S,13.013,9.603,0.06,0.06,,0.00088,,1669200,,44,82,4.572,0.0195,,SA-516-70,SA 214,"4""-150#RF","3""-150#RF","2-8""-150#RF","2-8""-150#RF",Liso,0.0254,Kellog,N,0.003,0.003,1,1,2,,AXU,,,,,2111,2045,2362,2464
PQV,AMC,OLEFINAS I,200-C,Enfriador de Propileno refrigerente,TUBO/CARCASA,Propileno,62,46,40.6,310606,,,301606,301606,S,22.013,18.853,0.34,0.3,,0.000176,Agua Enfriamiento,54,33.3,40.3,174330,,,174330,174330,S,15.013,5.503,0.7,0.7,,0.000294,,1487000,5.3,344,836,4.572,0.0195,,SA-516-70,SA 179,"8""-150#RF","8""-150#RF","12""-300#RF","12""-300#RF",Liso,0.02381,Kellog,S,0.003,0.003,1,1,4,1,BEM,,,,,,,3300,3060
PQV,AMC,OLEFINAS I,202-C,Rehervidor desetanizador,TUBO/CARCASA,Fondos desetanizador,343,-10.8,-11.3,2.45E+05,,8.56E+04,2.45E+05,1.59E+05,P,30.413,18.333,0.046,,,0.000176,Etileno,195,22.4,-5.3,1.00E+05,1.00E+05,,,1.00E+05,T,45.013,36.493,0.1,0.05,,0.000176,,7.95E+06,5.9,2237,3491,10.973,0.019,,,,"10""-300#RF","10""-300#RF","4-8""-300#RF","4-12""-300#RF",Liso,0.02381,Kellog,N,0.003,0.003,1,1,2,,BXM,2257,,,6578,,2404,3150,3150
PQV,AMC,OLEFINAS I,203-C,Rehervidor demetanizador,TUBO/CARCASA,Fondo Demetanizador,315,-0.2,0.9,75910,,38489,75910,37421,P,38.513,34.453,0.03,0.03,,0.00022,Propileno,343,47.3,41,26861,26861,,,26861,T,26.013,16.95,0.35,0.35,,0.000176,,2505000,40.8,77.5,130,4.877,0.000176,,SA-516-70,SA 214,"6""-300#RF","6""-300#RF","8""-300#RF","Vap 2""-300#RF",Tubio en U,0.02381,Kellog,N,0.003,0.003,1,1,2,,BKU,2090,,,2840,,2930,4650,4580
PQV,AMC,OLEFINAS I,207-C,Enfriador entrada demetanizador,TUBO/CARCASA,Etileno Refrigerante,65,-101.3,-101.6,2495,207,2495,2288,,P,11.513,1.173,0.01,0.01,,0.000176,Gas de proceso,65,-90.1,-95.6,40950,9910,8772,31040,32178,P,42.413,36.113,0.1,0.06,,0.000176,,429100,8.2,1302,458,4.877,0.01905,,SA-240-304,SA 208-TP304,"8""-300#RF","8""-300#RF","4""-150#RF","2-4""-150#RF",Liso,0.02381,Kellog,S,0.00025,0.00025,1,1,1,,BJM,5336,5386,2383,2343,1020,1020,2000,
PQV,AMC,OLEFINAS I,195-C,Enfriador del producto l�quido de etileno,TUBO/CARCASA,Refrigerante de etileno,,-101.1,-100.8,9133,,9133,9133,,T,,1.213,0.02,,,0.000176,Etileno,,-28.9,-98,22919,,,22919,22919,S,,18.99,0.35,0.13,,0.000176,,1161.7,,86,240,6.096,0.01905,,SA-240-304,SA-249-TP304,"6""-300#RF","6""-300#RF","3""-150#RF","TWO-8""-150#RF",Liso,0.02381,Kellogg,N,,,1,1,,,AJM,,,,,,,,
PQV,AMC,OLEFINAS I,126-C A,Rehervidor del Deetanizador,TUBO/CARCASA,Fondo del deetanizador,,66.4,69.7,276125,,96645,276125,179480,P,,21.863,0.03,,,0.00022,Agua Caliente,,108.4,75,191877,,,,,S,,5.99,0.7,0.5,,0.000352,,7740,,470,644,6.096,0.01905,,CS,CS,"6""-150#RF","6""-150#RF","TWO-8""-300#RF","TWO-8""-300#RF",Liso,0.02381,Kellogg,N,,,1,2,,,AHS,,,,,,,,
PQV,AMC,OLEFINAS I,126-C B,Rehervidor del Deetanizador,TUBO/CARCASA,Fondo del deetanizador,,66.4,69.7,276125,,96645,276125,179480,P,,21.863,0.03,,,0.00022,Agua Caliente,,108.4,75,191877,,,,,S,,5.99,0.7,0.5,,0.000352,,7740,,470,644,4.878,0.01905,,CS,CS,"6""-150#RF","6""-150#RF","TWO-8""-300#RF","TWO-8""-300#RF",Liso,0.02381,Kellogg,N,,,1,2,,,AHS,,,,,,,,
PQV,AMC,OLEFINAS I,133-C,Atemperador de propileno,TUBO/CARCASA,Propileno,,90.8,47.5,265848,265848,,265848,,P,,20.163,0.7,0.22,,0.000176,Agua,,33.3,40.3,832990,,,,,P,,4.49,0.6,0.3,,0.000294,,6723,,703,1980,6.096,0.019,,CS,CS,"18""-300#RF","18""-300#RF","16""-300#RF","18""-300#RF",Liso,0.023,VAN DAM,S,,,1,1,,,CJM,,,,,,,,
PQV,AMC,OLEFINAS I,135-C,Atemperador de refrigerante de etileno de nivel alto,TUBO/CARCASA,Etileno,,68.9,40.6,3.84E+09,3.84E+09,3.84E+09,,,P,,18.963,0.63,0.24,,0.000176,Agua,,33.3,40.3,6.57E+09,,,,,S,,4.49,0.41,0.23,,0.000294,,5.35E+10,,143,501,7.315,0.019,,CS,CS,"6""- 150#RF","6""- 150#RF","2 X 6""-150#RF"," 8""-150#RF",Liso,0.023,Industira metalurgias Van Dam,N,,,1,1,,,CJM,,,,,,,,
PQV,AMC,OLEFINAS I,136-C,Atemperador de refrigerante de etileno de nivel intermedio,TUBO/CARCASA,Propileno,,-25.8,-25.8,38638,,12879,38638,25759,P,,2.453,0.02,0.02,,0.000176,Etileno,,40.6,-19.4,51744,51744,51744,,,S,,17.22,0.32,0.17,,0.000176,,14.872,,130,365,7.315,0.019,,SA 516-55,SA 214,"8""- 300#RF","8""- 300#RF","2 X 6""-150#RF","2 X 8""-150#RF",Liso,0.023,Kellogg,S,,,1,1,,,BHM,,,,,,,,
PQV,AMC,OLEFINAS I,137-C A,Condensador de refrigerante de etileno,TUBO/CARCASA,Propileno,,-41,-41,130692,,43564,130692,87128,P,,1.353,0.02,0.02,,0.000176,Etileno,,-19.4,-33.9,51744,51744,,,51744,T,,16.89,0.53,0.5,,0.000176,,5.22,,1368,1598,6.096,0.019,,CS,CS,"6""-150#RF","4""-150#RF","3 X 6""-150#RF","3 X 10""""-150#RF",Liso,0.023,Kellogg,S,,,1,2,,,BHM,,,,,,,,
PQV,AMC,OLEFINAS I,137-C B,Condensador de refrigerante de etileno,TUBO/CARCASA,Propileno,,-41,-41,130692,,43564,130692,87128,P,,1.353,0.02,0.02,,0.000176,Etileno,,-19.4,-33.9,51744,51744,,,51744,T,,16.89,0.53,0.5,,0.000176,,5.22,,1368,1598,6.096,0.019,,CS,CS,"6""-150#RF","4""-150#RF","3 X 6""-150#RF","3 X 10""""-150#RF",Liso,0.023,Kellogg,S,,,1,2,,,BHM,,,,,,,,
PQV,AMC,OLEFINAS I,147-C,Demethanizer feed chiller,TUBO/CARCASA,Etileno,,-62,-62,5.28E+09,,1.76E+09,5.28E+09,3.52E+09,P,,6.993,0.07,0.07,,0.000176,Alimentaci�n Demet,,-34.4,-58,3.13E+09,3.13E+09,1.69E+09,,1.45E+09,P,,35.52,0,0.17,,0.000352,,1.92E+08,,261,731,6.096,0.019,,S.S,SA-334 GR.3,"6""-300#RF","8""-300#RF","2 6""-150#RF","2 6""-150#RF",Liso,0.023,Kellogg,S,,,1,1,,,BHM,,,,,,,,
PQV,AMC,OLEFINAS I,129-C A,C3 SPLITTER REBOILER,TUBO/CARCASA,C3 SPLITTER FONDO,,66.1,68.2,847.371,,296.58,847.371,550.791,P,,20.733,0.02,0.02,,0.0002,Agua,,110.9,76,541.184,,,,,S,,5.99,0.7,0.89,,0.000352,,22.82,,1.432,1344,6.096,0.01905,,CS,CS,"8""-150#RF","8""-150#RF","10""-300#RF","12""-300#RF",Liso,0.02381,Kellogg,N,,,1,3,,,AHS,,,,,,,,
PQV,AMC,OLEFINAS I,129-C B,C3 SPLITTER REBOILER,TUBO/CARCASA,C3 SPLITTER FONDO,,66.1,68.2,847.371,,296.58,847.371,550.791,P,,20.733,0.02,0.02,,0.0002,Agua,,110.9,76,541.184,,,,,S,,5.99,0.7,0.89,,0.000352,,22.82,,1.432,1344,6.096,0.01905,,CS,CS,"8""-150#RF","8""-150#RF","10""-300#RF","12""-300#RF",Liso,0.02381,Kellogg,N,,,1,3,,,AHS,,,,,,,,
PQV,AMC,OLEFINAS I,129-C C,C3 SPLITTER REBOILER,TUBO/CARCASA,C3 SPLITTER FONDO,,66.1,68.2,847.371,,296.58,847.371,550.791,P,,20.733,0.02,0.02,,0.0002,Agua,,110.9,76,541.184,,,,,S,,5.99,0.7,0.89,,0.000352,,22.82,,1.432,1344,6.096,0.01905,,CS,CS,"8""-150#RF","8""-150#RF","10""-300#RF","12""-300#RF",Liso,0.02381,Kellogg,N,,,1,3,,,AHS,,,,,,,,
PQV,AMC,OLEFINAS I,107-C,Calentador de circulaci�n del depurador de pir�lisis,TUBO/CARCASA,Vapor,,138.3,138.3,15664,15664,,,15664,T,,3.433,0.14,0.03,,0.000088,Agua de Enfriamiento,,96.3,110.9,525000,,,525000,525000,S,,7.39,0.16,0.16,,0.00026,,9.357,,,355,2.4,0.019,,C STL,C STL,"12""-150#RF","12""-150#RF","10""-150#RF","3""-150#RF",Liso,0.0238,Kellogg,N,,,1,2,,,NEN,,,,,,,,
PQV,AMC,OLEFINAS I,206-C,Cooler de condensado de proceso,TUBO/CARCASA,Agua de enfriamiento,,33.3,40.3,236330,,,236330,26330,P,,5.503,0.62,0.57,,0.00029,Agua de proceso,,96.2,40.6,28639,,,28639,28639,P,,1.04,0.55,0.55,,0.00035,,19.241,,,326,6.1,0.01905,,SA-516-70,SA-179,"3""-150#RF","3""-150#RF","10""-150#RF","10""-150#RF",Liso,0.0254,Kellogg,N,,,1,3,,,AES,,,,,,,,
PQV,AMC,OLEFINAS II,E-102,BFW PREHEATER,TUBO/CARCASA,Agua de alimentacion a Caldera,,120,198.2,,,,37949,37949,S,,75,0.8,0.0536,,0.000086,Gas Crackeado,,361,230,,37490.7,37490.7,,,S,,1.8,0.0536,0.034,,0.00026,,3563098,,166,905,2.4,0.0254,1.066,SA537 CL 1,SA209 GR T1,,,,,,0.032,,N,,,1,6,1,1,BEM,2780,2440,,,,,4230,4460
PQV,AMC,OLEFINAS II,E-2802 A,Trim cooler,TUBO/CARCASA,Gas Crackeado,,57,37,,128540,121348.4,41635.5,48827.1,P,,1.64,0.08,,,0.00026,Agua de enfriamiento,,32,42,,,,618181,618181,S,,5.5,1,,,0.00034,,-7176000,,1045.6,2298,6.1,0.0254,2.24,SA537 CL 1,SA179,,,,,,0.032,,N,,,2,1,6,1,BXS,,,4181,4182,2008,1957,4177,4173
PQV,AMC,OLEFINAS II,E-2802 B,Trim cooler,TUBO/CARCASA,Gas Crackeado,,57,37,,128540,121348.4,41635.5,48827.1,P,,1.64,0.08,,,0.00026,Agua de enfriamiento,,32,42,,,,618181,618181,S,,5.5,1,,,0.00034,,-7176000,,1045.6,2298,6.1,0.0254,2.24,SA537 CL 1,SA179,,,,,,0.032,,N,,,2,1,6,1,BXS,,,4181,4182,2008,1957,4177,4173
PQV,AMC,OLEFINAS II,E-3002 A,Procces steam generator,TUBO/CARCASA,Vapor-PR,,179.6,183.2,,,35845.4,36645.4,800,P,,11.1,,,,0.00034,Vapor-MP,,280,195.6,,33440.7,,,33440.7,T,,14.3,,,,0.00009,,20094200,,813,1700,6.1,0.0254,1.942,SA537 CL 1,SA179,,,,,,0.032,,N,,,1,2,2,1,BKU,2270,,,4470,,2630,4400,4420
PQV,AMC,OLEFINAS II,E-3002 B,Procces steam generator,TUBO/CARCASA,Vapor-PR,,179.6,183.2,,,35845.4,36645.4,800,P,,11.1,,,,0.00034,Vapor-MP,,280,195.6,,33440.7,,,33440.7,T,,14.3,,,,0.00009,,20094200,,813,1700,6.1,0.0254,1.942,SA537 CL 1,SA179,,,,,,0.032,,N,,,1,2,2,1,BKU,2270,,,4470,,2630,4400,4420
PQV,AMC,OLEFINAS II,E-3005,Blow down water cooler,TUBO/CARCASA,Agua de enfriamiento,,32,44,,,,35569,35569,S,,5.5,0.5,0.03625,,0.00034,Agua de procesos,,111.5,45,,424.29,,2575.7,3000,P,,1.5,0.4,0.02107,,0.00034,,495118,,46.751,122,4.9,0.0254,0.488,SA515 GR.60,SA179,,,,,,0.032,,N,,,1,1,2,1,BES,,,4180,4180,2080,,4230,4180
PQV,AMC,OLEFINAS II,E-3101 A,Cracked gas 1st stage intercooler,TUBO/CARCASA,Gas crackeado,,60.4,37,,123944.7,119574.3,,4420.4,P,,2.9,,0.05,,0.00026,Agua de enfriamiento,,32,48,,,,245653.8,245653.8,S,,5.5,,,,0.00034,,4562600,,878.6,1944,6.1,0.0254,1.942,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,10,1,BXS,,,4181,4183,2035,1970,,4181
PQV,AMC,OLEFINAS II,E-3101 B,Cracked gas 1st stage intercooler,TUBO/CARCASA,Gas crackeado,,60.4,37,,123944.7,119574.3,,4420.4,P,,2.9,,0.05,,0.00026,Agua de enfriamiento,,32,48,,,,245653.8,245653.8,S,,5.5,,,,0.00034,,4562600,,878.6,1944,6.1,0.0254,1.942,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,10,1,BXS,,,4181,4183,2035,1970,,4181
PQV,AMC,OLEFINAS II,E-3102 A,Cracked gas 2nd stage intercooler,TUBO/CARCASA,Gas crackeado,,66,37,,121790.7,118548.2,,3242.5,P,,5.6,,-0.03,,0.00026,Agua de enfriamiento,,32,48,,,,223340,223340,S,,5.5,,-1.07,,0.00034,,4148000,,761.2,1684,6.1,0.0254,1.942,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,10,1,BXS,,,4181,4183,2075,1995,,4177
PQV,AMC,OLEFINAS II,E-3102 B,Cracked gas 2nd stage intercooler,TUBO/CARCASA,Gas crackeado,,66,37,,121790.7,118548.2,,3242.5,P,,5.6,,-0.03,,0.00026,Agua de enfriamiento,,32,48,,,,223340,223340,S,,5.5,,-1.07,,0.00034,,4148000,,761.2,1684,6.1,0.0254,1.942,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,10,1,BXS,,,4181,4183,2075,1995,,4177
PQV,AMC,OLEFINAS II,E-3103 A,Cracked gas 3rd stage intercooler,TUBO/CARCASA,Gas crackeado,,70,37,,120253.7,117015.4,,3238.3,P,,10.6,,,,0.00026,Agua de enfriamiento,,32,48,,,,208611.3,208611.3,S,,5.5,,,,0.00034,,3.874,,572.8,1148,6.1,0.0254,1.154,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,8,1,BES,,,4181,4183,2125,2053,,3374
PQV,AMC,OLEFINAS II,E-3103 B,Cracked gas 3rd stage intercooler,TUBO/CARCASA,Gas crackeado,,70,37,,120253.7,117015.4,,3238.3,P,,10.6,,,,0.00026,Agua de enfriamiento,,32,48,,,,208611.3,208611.3,S,,5.5,,,,0.00034,,3.874,,572.8,1148,6.1,0.0254,1.154,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,8,1,BES,,,4181,4183,2125,2053,,3374
PQV,AMC,OLEFINAS II,E-3104 A,Cracked gas 4th stage intercooler,TUBO/CARCASA,Gas crackeado,,73.2,60,,118552.9,117793.8,,759.1,P,,19.7,,,,0.00026,Agua de enfriamiento,,32,48,,,,77632.4,77632.4,S,,5.5,,,,0.00034,,-1441900,,143.9,312,6.1,0.0254,0.968,SA537 CL1,SA179,,,,,,0.032,,N,,,1,1,6,1,BES,,,4181,4183,2208,2189,,4183
PQV,AMC,OLEFINAS II,E-3104 B,Cracked gas 4th stage intercooler,TUBO/CARCASA,Gas crackeado,,60,37,,117771.2,115888.8,,1882.4,P,,19.3,,,,0.00026,Agua de enfriamiento,,32,45,,,,140400,140400,S,,5.5,,,,0.00034,,-2184000,,392.8,860,6.1,0.0254,1.456,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,8,1,BES,,,4181,4180,2186,2097,,2619
PQV,AMC,OLEFINAS II,E-3104 C,Cracked gas 4th stage intercooler,TUBO/CARCASA,Gas crackeado,,60,37,,117771.2,115888.8,,1882.4,P,,19.3,,,,0.00026,Agua de enfriamiento,,32,45,,,,140400,140400,S,,5.5,,,,0.00034,,-2184000,,392.8,860,6.1,0.0254,1.456,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,8,1,BES,,,4181,4180,2186,2097,,2619
PQV,AMC,OLEFINAS II,E-3105 A,Cracked gas 5th stage intercooler,TUBO/CARCASA,Gas crackeado,,77.3,43,,122408.6,121296.8,,1111.8,P,,37.7,,,,0.00026,Agua de enfriamiento,,32,48,,,,165699.2,165699.2,S,,5.5,,,,0.00034,,-3270100,,209.9,460,6.1,0.0254,1.066,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,4,1,BES,,,4181,4183,2300,2282,,3770
PQV,AMC,OLEFINAS II,E-3105 B,Cracked gas 5th stage intercooler,TUBO/CARCASA,Gas crackeado,,77.3,43,,122408.6,121296.8,,1111.8,P,,37.7,,,,0.00026,Agua de enfriamiento,,32,48,,,,165699.2,165699.2,S,,5.5,,,,0.00034,,-3270100,,209.9,460,6.1,0.0254,1.066,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,4,1,BES,,,4181,4183,2300,2282,,3770
PQV,AMC,OLEFINAS II,E-3501,Spent caustic cooler,TUBO/CARCASA,Soda casutica gastada,,60,40,,,,3111,3111,S,,5.5,0.064,,,0.0004,Agua de enfriamiento,,32,39,,,,7074,7074,S,,5.5,0.0446,,,0.00034,,57500,,11.2,24,6.1,0.0254,0.26,SA106 GRA,SA179,,,,,,0.032,,N,,,1,1,4,1,SRFH,,,4180,4180,,,3180,3470
PQV,AMC,OLEFINAS II,E-3601,C2-Hydrogenation heater,TUBO/CARCASA,LP-  Vapor/Condensado,,133.6,133,,8722.7,,,8722.7,T,,3,0.013,0.01,,0.00009,Gas crackeado,,43,110,,121295.5,121295.5,,,S,,37.45,0.161,0.174,,0.00026,,-5247000,,198.59,694,3.7,0.0234,1.066,SA537 CL1,SA179,,,,,,0.032,,N,,,1,1,2,1,U-Tube,2281,2384,,,2198,,,4269
PQV,AMC,OLEFINAS II,E-3602,C2-Hydrogenation cooler I,TUBO/CARCASA,Gas crackeado,,150,60,,121295.5,121295.5,,,S,,36.6,0.15,0.14,,0.00026,Agua de enfriamiento,,32,48,,,,384976.1,384976.1,S,,5.5,0.5,0.39,,0.00034,,-7150.2,,290.6,792,4.9,0.0254,1.26,SA537 CL1,SA179,,,,,,0.032,,N,,,1,1,4,1,BES,,,4181,4183,2454,2293,,
PQV,AMC,OLEFINAS II,E-3603,C2-Hydrogenation cooler I,TUBO/CARCASA,Gas crackeado,,150,60,,121295.5,121295.5,,,S,,36.6,0.15,0.14,,0.00026,Agua de enfriamiento,,32,48,,,,384976.1,384976.1,S,,5.5,0.5,0.39,,0.00034,,-7150.2,,290.6,792,4.9,0.0254,1.26,SA537 CL1,SA179,,,,,,0.032,,N,,,1,1,4,1,BES,,,4181,4183,2454,2293,,
PQV,AMC,OLEFINAS II,E-3604 A,C2-Hydrogenation cooler III,TUBO/CARCASA,Gas crackeado,,110,37,,121295,119946.1,,1349.4,P,,35.9,0.15,0.14,,0.00026,Agua de enfriamiento,,32,48,,,,311572,311572,S,,5.5,0.5,0.48,,0.00034,,-5786900,,416.7,920,6.1,0.0254,1.358,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,4,1,BES,,,4181,4183,2359,2264,,
PQV,AMC,OLEFINAS II,E-3604 B,C2-Hydrogenation cooler III,TUBO/CARCASA,Gas crackeado,,110,37,,121295,119946.1,,1349.4,P,,35.9,0.15,0.14,,0.00026,Agua de enfriamiento,,32,48,,,,311572,311572,S,,5.5,0.5,0.48,,0.00034,,-5786900,,416.7,920,6.1,0.0254,1.358,SA537 CL1,SA179,,,,,,0.032,,N,,,2,1,4,1,BES,,,4181,4183,2359,2264,,
PQV,AMC,OLEFINAS II,E-3704,Condensate heater,TUBO/CARCASA,LP- Vapor,,133.6,133.1,,402,,,402,T,,3,0.01,0.042,,0.00009,Condensado,,15,48,,,741,8743.9,8002,P,,35.5,0.05,0.0342,,0.000017,,244400,,11.19,48,3,0.0254,0.31,SA106 GR.B,SA179,,,,,,0.032,,N,,,1,1,2,1,BEU,,,2340,2480,2180,,,4250
PQV,AMC,OLEFINAS II,E-3801,Reboiler deethanizer I,TUBO/CARCASA,C2/C3+,,24.9,31.3,,,38534.2,125167.4,86633.2,P,,34.7,,,,0.00034,C3H6,,57.1,44.7,,,,293744.4,293744.4,S,,23.9,0.15,0.1343,,0.00017,,3090300,,248.14,634,4.9,0.0254,0.968,SA537 CL1,SA334 GR.1,,,,,,0.032,,S,,,1,1,2,1,BHU,,,3240,2940,,2850,3950,3860
PQV,AMC,OLEFINAS II,E-3802,Reboiler deethanizer II,TUBO/CARCASA,LP-Vapor,,133.6,133,,12492,,,12492,T,,3,,,,0.00009,C3+,,72,73.4,,,109347,377060,267713,P,,26.8,0.1496,0.1496,,0.00034,,7509999,,398.95,1724,3,0.0254,1.456,SA537 CL1,SA334 GR.1,,,,,,0.032,,N,,,1,1,,,BEM,,2740,4020,3960,2180,,,4250
